id;puncture;temperature;weight;weight_after_hydration;time_under_hydration;phase;radicle;time
154;No;22;0,47;1,218;144;Phases 1 and 2;;
155;No;22;0,3;1;0;Phases 1 and 2;;
155;No;22;0,308;1,027;0;Phases 1 and 2;;
155;No;22;0,333;1,11;10;Phases 1 and 2;;
155;No;22;0,352;1,173;25;Phases 1 and 2;;
155;No;22;0,358;1,193;48;Phases 1 and 2;;
155;No;22;0,357;1,19;72;Phases 1 and 2;;
155;No;22;0,36;1,2;97;Phases 1 and 2;;
155;No;22;0,361;1,203;121;Phases 1 and 2;;
155;No;22;0,365;1,217;144;Phases 1 and 2;;
156;No;22;0,344;1;0;Phases 1 and 2;;
156;No;22;0,351;1,02;0;Phases 1 and 2;;
156;No;22;0,391;1,137;10;Phases 1 and 2;;
156;No;22;0,426;1,238;25;Phases 1 and 2;;
156;No;22;0,438;1,273;48;Phases 1 and 2;;
156;No;22;0,442;1,285;72;Phases 1 and 2;;
156;No;22;0,446;1,297;97;Phases 1 and 2;;
156;No;22;0,45;1,308;121;Phases 1 and 2;;
156;No;22;0,452;1,314;144;Phases 1 and 2;;
157;Yes;22;0,343;1;0;Phases 1 and 2;;
157;Yes;22;0,35;1,02;0;Phases 1 and 2;;
157;Yes;22;0,378;1,102;10;Phases 1 and 2;;
157;Yes;22;0,398;1,16;25;Phases 1 and 2;;
157;Yes;22;0,403;1,175;48;Phases 1 and 2;;
157;Yes;22;0,403;1,175;72;Phases 1 and 2;;
157;Yes;22;0,405;1,181;97;Phases 1 and 2;;
157;Yes;22;0,406;1,184;121;Phases 1 and 2;;
157;Yes;22;0,407;1,187;144;Phases 1 and 2;;
158;No;22;0,321;1;0;Phases 1 and 2;;
158;No;22;0,326;1,016;0;Phases 1 and 2;;
158;No;22;0,36;1,121;10;Phases 1 and 2;;
158;No;22;0,382;1,19;25;Phases 1 and 2;;
158;No;22;0,392;1,221;48;Phases 1 and 2;;
158;No;22;0,396;1,234;72;Phases 1 and 2;;
158;No;22;0,402;1,252;97;Phases 1 and 2;;
158;No;22;0,403;1,255;121;Phases 1 and 2;;
158;No;22;0,408;1,271;144;Phases 1 and 2;;
159;Yes;22;0,313;1;0;Phases 1 and 2;;
159;Yes;22;0,316;1,01;0;Phases 1 and 2;;
159;Yes;22;0,35;1,118;9;Phases 1 and 2;;
159;Yes;22;0,369;1,179;25;Phases 1 and 2;;
159;Yes;22;0,381;1,217;48;Phases 1 and 2;;
159;Yes;22;0,385;1,23;72;Phases 1 and 2;;
159;Yes;22;0,393;1,256;97;Phases 1 and 2;;
159;Yes;22;0,431;1,377;121;Phase 3;;
160;Yes;22;0,351;1;0;Phases 1 and 2;;
160;Yes;22;0,359;1,023;0;Phases 1 and 2;;
160;Yes;22;0,395;1,125;9;Phases 1 and 2;;
160;Yes;22;0,428;1,219;25;Phases 1 and 2;;
160;Yes;22;0,447;1,274;48;Phase 3;;
161;No;22;0,297;1;0;Phases 1 and 2;;
161;No;22;0,303;1,02;0;Phases 1 and 2;;
161;No;22;0,335;1,128;9;Phases 1 and 2;;
161;No;22;0,358;1,205;25;Phases 1 and 2;;
161;No;22;0,366;1,232;48;Phases 1 and 2;;
161;No;22;0,371;1,249;72;Phases 1 and 2;;
161;No;22;0,378;1,273;97;Phases 1 and 2;;
161;No;22;0,379;1,276;121;Phases 1 and 2;;
161;No;22;0,381;1,283;144;Phases 1 and 2;;
162;No;22;0,289;1;0;Phases 1 and 2;;
162;No;22;0,294;1,017;0;Phases 1 and 2;;
162;No;22;0,322;1,114;9;Phases 1 and 2;;
162;No;22;0,353;1,221;25;Phases 1 and 2;;
162;No;22;0,369;1,277;48;Phases 1 and 2;;
162;No;22;0,373;1,291;72;Phases 1 and 2;;
162;No;22;0,376;1,301;97;Phases 1 and 2;;
162;No;22;0,377;1,304;121;Phases 1 and 2;;
162;No;22;0,38;1,315;144;Phases 1 and 2;;
163;Yes;22;0,317;1;0;Phases 1 and 2;;
163;Yes;22;0,326;1,028;0;Phases 1 and 2;;
163;Yes;22;0,366;1,155;9;Phases 1 and 2;;
163;Yes;22;0,404;1,274;25;Phases 1 and 2;;
163;Yes;22;0,421;1,328;48;Phases 1 and 2;;
163;Yes;22;0,425;1,341;72;Phases 1 and 2;;
163;Yes;22;0,427;1,347;97;Phases 1 and 2;;
163;Yes;22;0,432;1,363;121;Phases 1 and 2;;
163;Yes;22;0,433;1,366;144;Phases 1 and 2;;
164;Yes;22;0,22;1;0;Phases 1 and 2;;
164;Yes;22;0,226;1,027;0;Phases 1 and 2;;
164;Yes;22;0,254;1,155;9;Phases 1 and 2;;
164;Yes;22;0,281;1,277;25;Phases 1 and 2;;
164;Yes;22;0,306;1,391;48;Phases 1 and 2;;
164;Yes;22;0,309;1,405;72;Phases 1 and 2;;
164;Yes;22;0,312;1,418;97;Phases 1 and 2;;
164;Yes;22;0,318;1,445;121;Phases 1 and 2;;
164;Yes;22;0,32;1,455;144;Phases 1 and 2;;
165;No;22;0,297;1;0;Phases 1 and 2;;
165;No;22;0,304;1,024;0;Phases 1 and 2;;
165;No;22;0,339;1,141;9;Phases 1 and 2;;
165;No;22;0,366;1,232;25;Phases 1 and 2;;
165;No;22;0,372;1,253;48;Phases 1 and 2;;
165;No;22;0,374;1,259;72;Phases 1 and 2;;
165;No;22;0,375;1,263;97;Phases 1 and 2;;
165;No;22;0,376;1,266;121;Phases 1 and 2;;
165;No;22;0,377;1,269;144;Phases 1 and 2;;
166;Yes;22;0,322;1;0;Phases 1 and 2;;
166;Yes;22;0,334;1,037;0;Phases 1 and 2;;
166;Yes;22;0,373;1,158;9;Phases 1 and 2;;
166;Yes;22;0,389;1,208;25;Phases 1 and 2;;
166;Yes;22;0,392;1,217;48;Phases 1 and 2;;
166;Yes;22;0,396;1,23;72;Phases 1 and 2;;
166;Yes;22;0,409;1,27;97;Phases 1 and 2;;
166;Yes;22;0,423;1,314;121;Phases 1 and 2;;
166;Yes;22;0,432;1,342;144;Phases 1 and 2;;
167;No;22;0,264;1;0;Phases 1 and 2;;
167;No;22;0,271;1,027;0;Phases 1 and 2;;
167;No;22;0,304;1,152;9;Phases 1 and 2;;
167;No;22;0,332;1,258;25;Phases 1 and 2;;
167;No;22;0,356;1,348;48;Phases 1 and 2;;
167;No;22;0,365;1,383;72;Phases 1 and 2;;
167;No;22;0,371;1,405;97;Phases 1 and 2;;
167;No;22;0,375;1,42;121;Phases 1 and 2;;
167;No;22;0,377;1,428;144;Phases 1 and 2;;
168;Yes;22;0,329;1;0;Phases 1 and 2;;
168;Yes;22;0,356;1,082;3;Phases 1 and 2;;
168;Yes;22;0,404;1,228;18;Phases 1 and 2;;
168;Yes;22;0,416;1,264;41;Phase 3;;
169;No;22;0,352;1;0;Phases 1 and 2;;
169;No;22;0,377;1,071;3;Phases 1 and 2;;
169;No;22;0,419;1,19;18;Phases 1 and 2;;
169;No;22;0,426;1,21;41;Phases 1 and 2;;
169;No;22;0,427;1,213;65;Phases 1 and 2;;
169;No;22;0,429;1,219;91;Phases 1 and 2;;
169;No;22;0,431;1,224;114;Phases 1 and 2;;
169;No;22;0,433;1,23;137;Phases 1 and 2;;
170;No;22;0,302;1;0;Phases 1 and 2;;
170;No;22;0,322;1,066;3;Phases 1 and 2;;
170;No;22;0,356;1,179;18;Phases 1 and 2;;
170;No;22;0,358;1,185;41;Phases 1 and 2;;
170;No;22;0,359;1,189;65;Phases 1 and 2;;
170;No;22;0,36;1,192;91;Phases 1 and 2;;
170;No;22;0,363;1,202;114;Phases 1 and 2;;
170;No;22;0,364;1,205;137;Phases 1 and 2;;
171;Yes;22;0,363;1;0;Phases 1 and 2;;
171;Yes;22;0,384;1,058;3;Phases 1 and 2;;
171;Yes;22;0,435;1,198;18;Phases 1 and 2;;
171;Yes;22;0,458;1,262;41;Phase 3;;
172;No;22;0,286;1;0;Phases 1 and 2;;
172;No;22;0,302;1,056;3;Phases 1 and 2;;
172;No;22;0,336;1,175;18;Phases 1 and 2;;
172;No;22;0,35;1,224;41;Phases 1 and 2;;
172;No;22;0,351;1,227;65;Phases 1 and 2;;
172;No;22;0,355;1,241;91;Phases 1 and 2;;
172;No;22;0,357;1,248;114;Phases 1 and 2;;
172;No;22;0,359;1,255;137;Phases 1 and 2;;
173;Yes;22;0,264;1;0;Phases 1 and 2;;
173;Yes;22;0,289;1,095;3;Phases 1 and 2;;
173;Yes;22;0,333;1,261;18;Phases 1 and 2;;
173;Yes;22;0,356;1,348;41;Phases 1 and 2;;
173;Yes;22;0,359;1,36;65;Phases 1 and 2;;
173;Yes;22;0,364;1,379;91;Phases 1 and 2;;
173;Yes;22;0,364;1,379;114;Phases 1 and 2;;
173;Yes;22;0,367;1,39;137;Phases 1 and 2;;
174;No;22;0,326;1;0;Phases 1 and 2;;
174;No;22;0,343;1,052;3;Phases 1 and 2;;
174;No;22;0,383;1,175;18;Phases 1 and 2;;
174;No;22;0,392;1,202;41;Phases 1 and 2;;
174;No;22;0,393;1,206;65;Phases 1 and 2;;
174;No;22;0,395;1,212;91;Phases 1 and 2;;
174;No;22;0,397;1,218;114;Phases 1 and 2;;
174;No;22;0,397;1,218;137;Phases 1 and 2;;
175;No;22;0,337;1;0;Phases 1 and 2;;
175;No;22;0,357;1,059;3;Phases 1 and 2;;
175;No;22;0,391;1,16;18;Phases 1 and 2;;
175;No;22;0,399;1,184;41;Phases 1 and 2;;
175;No;22;0,399;1,184;65;Phases 1 and 2;;
175;No;22;0,4;1,187;91;Phases 1 and 2;;
175;No;22;0,402;1,193;114;Phases 1 and 2;;
175;No;22;0,404;1,199;137;Phases 1 and 2;;
176;Yes;22;0,35;1;0;Phases 1 and 2;;
176;Yes;22;0,368;1,051;3;Phases 1 and 2;;
176;Yes;22;0,402;1,149;18;Phases 1 and 2;;
176;Yes;22;0,428;1,223;41;Phases 1 and 2;;
176;Yes;22;0,431;1,231;65;Phases 1 and 2;;
176;Yes;22;0,437;1,249;91;Phases 1 and 2;;
176;Yes;22;0,442;1,263;114;Phases 1 and 2;;
176;Yes;22;0,444;1,269;137;Phases 1 and 2;;
177;Yes;22;0,354;1;0;Phases 1 and 2;;
177;Yes;22;0,373;1,054;3;Phases 1 and 2;;
177;Yes;22;0,412;1,164;18;Phases 1 and 2;;
177;Yes;22;0,43;1,215;41;Phases 1 and 2;;
177;Yes;22;0,435;1,229;65;Phases 1 and 2;;
177;Yes;22;0,438;1,237;91;Phases 1 and 2;;
177;Yes;22;0,439;1,24;114;Phases 1 and 2;;
177;Yes;22;0,441;1,246;137;Phases 1 and 2;;
178;Yes;22;0,297;1;0;Phases 1 and 2;;
178;Yes;22;0,315;1,061;3;Phases 1 and 2;;
178;Yes;22;0,363;1,222;18;Phases 1 and 2;;
178;Yes;22;0,386;1,3;41;Phases 1 and 2;;
178;Yes;22;0,39;1,313;65;Phases 1 and 2;;
178;Yes;22;0,392;1,32;91;Phases 1 and 2;;
178;Yes;22;0,396;1,333;114;Phases 1 and 2;;
178;Yes;22;0,398;1,34;137;Phases 1 and 2;;
179;Yes;22;0,298;1;0;Phases 1 and 2;;
179;Yes;22;0,319;1,07;3;Phases 1 and 2;;
179;Yes;22;0,346;1,161;18;Phases 1 and 2;;
179;Yes;22;0,362;1,215;41;Phases 1 and 2;;
179;Yes;22;0,367;1,232;65;Phases 1 and 2;;
179;Yes;22;0,371;1,245;91;Phases 1 and 2;;
179;Yes;22;0,376;1,262;114;Phases 1 and 2;;
179;Yes;22;0,376;1,262;137;Phases 1 and 2;;
180;No;22;0,324;1;0;Phases 1 and 2;;
180;No;22;0,342;1,056;3;Phases 1 and 2;;
180;No;22;0,376;1,16;18;Phases 1 and 2;;
180;No;22;0,384;1,185;41;Phases 1 and 2;;
180;No;22;0,385;1,188;65;Phases 1 and 2;;
180;No;22;0,385;1,188;91;Phases 1 and 2;;
180;No;22;0,386;1,191;114;Phases 1 and 2;;
180;No;22;0,387;1,194;137;Phases 1 and 2;;
181;No;22;0,281;1;0;Phases 1 and 2;;
181;No;22;0,296;1,053;3;Phases 1 and 2;;
181;No;22;0,325;1,157;18;Phases 1 and 2;;
181;No;22;0,334;1,189;41;Phases 1 and 2;;
181;No;22;0,336;1,196;65;Phases 1 and 2;;
181;No;22;0,337;1,199;91;Phases 1 and 2;;
181;No;22;0,337;1,199;114;Phases 1 and 2;;
181;No;22;0,338;1,203;137;Phases 1 and 2;;
182;Yes;22;0,337;1;0;Phases 1 and 2;;
182;Yes;22;0,355;1,053;3;Phases 1 and 2;;
182;Yes;22;0,398;1,181;18;Phases 1 and 2;;
182;Yes;22;0,416;1,234;41;Phases 1 and 2;;
182;Yes;22;0,421;1,249;65;Phases 1 and 2;;
182;Yes;22;0,428;1,27;91;Phases 1 and 2;;
182;Yes;22;0,43;1,276;114;Phases 1 and 2;;
182;Yes;22;0,435;1,291;137;Phases 1 and 2;;
183;Yes;22;0,331;1;0;Phases 1 and 2;;
183;Yes;22;0,361;1,091;3;Phases 1 and 2;;
183;Yes;22;0,411;1,242;18;Phases 1 and 2;;
183;Yes;22;0,429;1,296;41;Phases 1 and 2;;
183;Yes;22;0,432;1,305;65;Phases 1 and 2;;
183;Yes;22;0,436;1,317;91;Phases 1 and 2;;
183;Yes;22;0,439;1,326;114;Phases 1 and 2;;
183;Yes;22;0,441;1,332;137;Phases 1 and 2;;
184;Yes;22;0,313;1;0;Phases 1 and 2;;
184;Yes;22;0,331;1,058;3;Phases 1 and 2;;
184;Yes;22;0,382;1,22;18;Phases 1 and 2;;
184;Yes;22;0,403;1,288;41;Phases 1 and 2;;
184;Yes;22;0,41;1,31;65;Phases 1 and 2;;
184;Yes;22;0,412;1,316;91;Phases 1 and 2;;
184;Yes;22;0,414;1,323;114;Phases 1 and 2;;
184;Yes;22;0,414;1,323;137;Phases 1 and 2;;
185;No;22;0,313;1;0;Phases 1 and 2;;
185;No;22;0,333;1,064;3;Phases 1 and 2;;
185;No;22;0,368;1,176;18;Phases 1 and 2;;
185;No;22;0,376;1,201;41;Phases 1 and 2;;
185;No;22;0,377;1,204;65;Phases 1 and 2;;
185;No;22;0,377;1,204;91;Phases 1 and 2;;
185;No;22;0,379;1,211;114;Phases 1 and 2;;
185;No;22;0,38;1,214;137;Phases 1 and 2;;
186;No;22;0,29;1;0;Phases 1 and 2;;
186;No;22;0,372;1,283;15;Phases 1 and 2;;
186;No;22;0,404;1,393;39;Phases 1 and 2;;
186;No;22;0,411;1,417;62;Phases 1 and 2;;
186;No;22;0,412;1,421;88;Phases 1 and 2;;
186;No;22;0,416;1,434;111;Phases 1 and 2;;
186;No;22;0,418;1,441;134;Phases 1 and 2;;
187;Yes;22;0,305;1;0;Phases 1 and 2;;
187;Yes;22;0,374;1,226;15;Phases 1 and 2;;
187;Yes;22;0,397;1,302;39;Phases 1 and 2;;
187;Yes;22;0,398;1,305;62;Phases 1 and 2;;
187;Yes;22;0,4;1,311;88;Phases 1 and 2;;
187;Yes;22;0,402;1,318;111;Phases 1 and 2;;
187;Yes;22;0,404;1,325;134;Phases 1 and 2;;
188;No;22;0,262;1;0;Phases 1 and 2;;
188;No;22;0,328;1,252;15;Phases 1 and 2;;
188;No;22;0,373;1,424;39;Phases 1 and 2;;
188;No;22;0,397;1,515;62;Phases 1 and 2;;
188;No;22;0,41;1,565;88;Phases 1 and 2;;
188;No;22;0,418;1,595;111;Phases 1 and 2;;
188;No;22;0,422;1,611;134;Phases 1 and 2;;
189;No;22;0,369;1;0;Phases 1 and 2;;
189;No;22;0,435;1,179;15;Phases 1 and 2;;
189;No;22;0,44;1,192;39;Phases 1 and 2;;
189;No;22;0,441;1,195;62;Phases 1 and 2;;
189;No;22;0,443;1,201;88;Phases 1 and 2;;
189;No;22;0,443;1,201;111;Phases 1 and 2;;
189;No;22;0,442;1,198;134;Phases 1 and 2;;
190;No;22;0,34;1;0;Phases 1 and 2;;
190;No;22;0,398;1,171;15;Phases 1 and 2;;
190;No;22;0,404;1,188;39;Phases 1 and 2;;
190;No;22;0,406;1,194;62;Phases 1 and 2;;
190;No;22;0,408;1,2;88;Phases 1 and 2;;
190;No;22;0,408;1,2;111;Phases 1 and 2;;
190;No;22;0,41;1,206;134;Phases 1 and 2;;
191;Yes;22;0,37;1;0;Phases 1 and 2;;
191;Yes;22;0,451;1,219;15;Phases 1 and 2;;
191;Yes;22;0,473;1,278;39;Phases 1 and 2;;
191;Yes;22;0,475;1,284;62;Phases 1 and 2;;
191;Yes;22;0,478;1,292;88;Phases 1 and 2;;
191;Yes;22;0,48;1,297;111;Phases 1 and 2;;
191;Yes;22;0,483;1,305;134;Phases 1 and 2;;
192;No;22;0,328;1;0;Phases 1 and 2;;
192;No;22;0,391;1,192;15;Phases 1 and 2;;
192;No;22;0,396;1,207;39;Phases 1 and 2;;
192;No;22;0,398;1,213;62;Phases 1 and 2;;
192;No;22;0,399;1,216;88;Phases 1 and 2;;
192;No;22;0,4;1,22;111;Phases 1 and 2;;
192;No;22;0,401;1,223;134;Phases 1 and 2;;
193;Yes;22;0,302;1;0;Phases 1 and 2;;
193;Yes;22;0,369;1,222;15;Phases 1 and 2;;
193;Yes;22;0,385;1,275;39;Phases 1 and 2;;
193;Yes;22;0,385;1,275;62;Phases 1 and 2;;
193;Yes;22;0,39;1,291;88;Phases 1 and 2;;
193;Yes;22;0,392;1,298;111;Phases 1 and 2;;
193;Yes;22;0,395;1,308;134;Phases 1 and 2;;
194;No;22;0,36;1;0;Phases 1 and 2;;
194;No;22;0,42;1,167;16;Phases 1 and 2;;
194;No;22;0,425;1,181;39;Phases 1 and 2;;
194;No;22;0,427;1,186;62;Phases 1 and 2;;
194;No;22;0,429;1,192;88;Phases 1 and 2;;
194;No;22;0,428;1,189;111;Phases 1 and 2;;
194;No;22;0,43;1,194;134;Phases 1 and 2;;
195;Yes;22;0,378;1;0;Phases 1 and 2;;
195;Yes;22;0,444;1,175;16;Phases 1 and 2;;
195;Yes;22;0,463;1,225;39;Phase 3;;
196;Yes;22;0,405;1;0;Phases 1 and 2;;
196;Yes;22;0,484;1,195;16;Phases 1 and 2;;
196;Yes;22;0,498;1,23;39;Phases 1 and 2;;
196;Yes;22;0,527;1,301;62;Phase 3;;
197;No;22;0,366;1;0;Phases 1 and 2;;
197;No;22;0,437;1,194;16;Phases 1 and 2;;
197;No;22;0,441;1,205;39;Phase 3;;
198;Yes;22;0,314;1;0;Phases 1 and 2;;
198;Yes;22;0,379;1,207;16;Phases 1 and 2;;
198;Yes;22;0,387;1,232;39;Phases 1 and 2;;
198;Yes;22;0,391;1,245;62;Phases 1 and 2;;
198;Yes;22;0,402;1,28;88;Phase 3;;
199;Yes;22;0,308;1;0;Phases 1 and 2;;
199;Yes;22;0,357;1,159;16;Phases 1 and 2;;
199;Yes;22;0,364;1,182;39;Phases 1 and 2;;
199;Yes;22;0,365;1,185;62;Phase 3;;
200;Yes;22;0,278;1;0;Phases 1 and 2;;
200;Yes;22;0,352;1,266;16;Phases 1 and 2;;
200;Yes;22;0,373;1,342;39;Phases 1 and 2;;
200;Yes;22;0,386;1,388;62;Phase 3;;
201;Yes;22;0,265;1;0;Phases 1 and 2;;
201;Yes;22;0,312;1,177;16;Phases 1 and 2;;
201;Yes;22;0,334;1,26;39;Phase 3;;
202;No;22;0,364;1;0;Phases 1 and 2;;
202;No;22;0,427;1,173;16;Phases 1 and 2;;
202;No;22;0,437;1,201;39;Phases 1 and 2;;
202;No;22;0,442;1,214;62;Phase 3;;
203;No;22;0,279;1;0;Phases 1 and 2;;
203;No;22;0,343;1,229;16;Phases 1 and 2;;
203;No;22;0,362;1,297;39;Phases 1 and 2;;
203;No;22;0,365;1,308;62;Phases 1 and 2;;
203;No;22;0,366;1,312;88;Phases 1 and 2;;
203;No;22;0,368;1,319;111;Phases 1 and 2;;
203;No;22;0,37;1,326;134;Phases 1 and 2;;
211;Yes;25;0,321;1;0;Phases 1 and 2;;
211;Yes;25;0,381;1,186;18;Phases 1 and 2;;
211;Yes;25;0,414;1,287;41;Phases 1 and 2;;
211;Yes;25;0,47;1,463;64;Phases 1 and 2;;
212;No;25;0,328;1;0;Phases 1 and 2;;
212;No;25;0,411;1,254;18;Phases 1 and 2;;
212;No;25;0,438;1,337;41;Phases 1 and 2;;
212;No;25;0,445;1,358;64;Phases 1 and 2;;
212;No;25;0,451;1,377;88;Phases 1 and 2;;
212;No;25;0,454;1,386;112;Phases 1 and 2;;
212;No;25;0,455;1,388;137;Phases 1 and 2;;
212;No;25;0,456;1,392;162;Phases 1 and 2;;
213;No;25;0,393;1;0;Phases 1 and 2;;
213;No;25;0,453;1,151;18;Phases 1 and 2;;
213;No;25;0,471;1,198;41;Phases 1 and 2;;
213;No;25;0,473;1,203;64;Phases 1 and 2;;
213;No;25;0,476;1,21;88;Phases 1 and 2;;
213;No;25;0,478;1,214;112;Phases 1 and 2;;
213;No;25;0,48;1,22;137;Phases 1 and 2;;
213;No;25;0,48;1,219;162;Phases 1 and 2;;
214;Yes;25;0,33;1;0;Phases 1 and 2;;
214;Yes;25;0,38;1,152;18;Phases 1 and 2;;
214;Yes;25;0,399;1,21;41;Phase 3;;
215;No;25;0,298;1;0;Phases 1 and 2;;
215;No;25;0,363;1,216;18;Phases 1 and 2;;
215;No;25;0,394;1,319;41;Phases 1 and 2;;
215;No;25;0,405;1,356;64;Phases 1 and 2;;
215;No;25;0,412;1,382;88;Phases 1 and 2;;
215;No;25;0,416;1,394;112;Phases 1 and 2;;
215;No;25;0,422;1,414;137;Phase 3;;
216;No;25;0,373;1;0;Phases 1 and 2;;
216;No;25;0,435;1,166;18;Phases 1 and 2;;
216;No;25;0,452;1,21;41;Phases 1 and 2;;
216;No;25;0,456;1,222;64;Phase 3;;
217;No;25;0,289;1;0;Phases 1 and 2;;
217;No;25;0,348;1,204;18;Phases 1 and 2;;
217;No;25;0,357;1,235;41;Phases 1 and 2;;
217;No;25;0,357;1,237;64;Phases 1 and 2;;
217;No;25;0,359;1,245;88;Phases 1 and 2;;
217;No;25;0,361;1,251;112;Phases 1 and 2;;
217;No;25;0,363;1,256;137;Phases 1 and 2;;
217;No;25;0,363;1,258;162;Phases 1 and 2;;
218;No;25;0,294;1;0;Phases 1 and 2;;
218;No;25;0,355;1,208;18;Phases 1 and 2;;
218;No;25;0,396;1,346;41;Phases 1 and 2;;
218;No;25;0,404;1,376;64;Phases 1 and 2;;
218;No;25;0,412;1,402;88;Phases 1 and 2;;
218;No;25;0,414;1,409;112;Phases 1 and 2;;
218;No;25;0,417;1,417;137;Phases 1 and 2;;
218;No;25;0,417;1,418;162;Phases 1 and 2;;
219;No;25;0,364;1;0;Phases 1 and 2;;
219;No;25;0,437;1,2;18;Phases 1 and 2;;
219;No;25;0,446;1,226;41;Phases 1 and 2;;
219;No;25;0,45;1,236;64;Phases 1 and 2;;
219;No;25;0,453;1,245;88;Phases 1 and 2;;
219;No;25;0,457;1,254;112;Phases 1 and 2;;
219;No;25;0,459;1,259;137;Phases 1 and 2;;
219;No;25;0,459;1,26;162;Phases 1 and 2;;
220;No;25;0,237;1;0;Phases 1 and 2;;
220;No;25;0,302;1,274;18;Phases 1 and 2;;
220;No;25;0,335;1,413;41;Phases 1 and 2;;
220;No;25;0,368;1,554;64;Phases 1 and 2;;
220;No;25;0,383;1,619;88;Phases 1 and 2;;
220;No;25;0,387;1,633;112;Phases 1 and 2;;
220;No;25;0,388;1,64;137;Phases 1 and 2;;
220;No;25;0,389;1,641;162;Phases 1 and 2;;
221;No;25;0,314;1;0;Phases 1 and 2;;
221;No;25;0,387;1,233;18;Phases 1 and 2;;
221;No;25;0,416;1,327;41;Phases 1 and 2;;
221;No;25;0,436;1,391;64;Phases 1 and 2;;
221;No;25;0,446;1,423;88;Phases 1 and 2;;
221;No;25;0,45;1,435;112;Phases 1 and 2;;
221;No;25;0,453;1,442;137;Phases 1 and 2;;
221;No;25;0,454;1,447;162;Phases 1 and 2;;
222;No;25;0,318;1;0;Phases 1 and 2;;
222;No;25;0,375;1,179;18;Phases 1 and 2;;
222;No;25;0,399;1,255;41;Phases 1 and 2;;
222;No;25;0,403;1,266;64;Phases 1 and 2;;
222;No;25;0,406;1,275;88;Phases 1 and 2;;
222;No;25;0,408;1,283;112;Phases 1 and 2;;
222;No;25;0,411;1,291;137;Phases 1 and 2;;
222;No;25;0,411;1,292;162;Phases 1 and 2;;
223;Yes;25;0,239;1;0;Phases 1 and 2;;
223;Yes;25;0,32;1,34;18;Phases 1 and 2;;
223;Yes;25;0,351;1,473;41;Phases 1 and 2;;
223;Yes;25;0,358;1,5;64;Phases 1 and 2;;
223;Yes;25;0,363;1,521;88;Phases 1 and 2;;
223;Yes;25;0,366;1,532;112;Phases 1 and 2;;
223;Yes;25;0,367;1,538;137;Phases 1 and 2;;
223;Yes;25;0,367;1,536;162;Phases 1 and 2;;
224;Yes;25;0,244;1;0;Phases 1 and 2;;
224;Yes;25;0,304;1,244;18;Phases 1 and 2;;
224;Yes;25;0,348;1,424;41;Phases 1 and 2;;
224;Yes;25;0,373;1,525;64;Phase 3;;
225;No;25;0,331;1;0;Phases 1 and 2;;
225;No;25;0,388;1,171;18;Phases 1 and 2;;
225;No;25;0,407;1,228;41;Phases 1 and 2;;
225;No;25;0,41;1,236;64;Phases 1 and 2;;
225;No;25;0,414;1,249;88;Phases 1 and 2;;
225;No;25;0,416;1,255;112;Phases 1 and 2;;
225;No;25;0,417;1,258;137;Phases 1 and 2;;
225;No;25;0,418;1,262;162;Phases 1 and 2;;
226;Yes;25;0,307;1;0;Phases 1 and 2;;
226;Yes;25;0,368;1,199;18;Phase 3;;
227;No;25;0,272;1;0;Phases 1 and 2;;
227;No;25;0,324;1,191;18;Phases 1 and 2;;
227;No;25;0,338;1,244;41;Phases 1 and 2;;
227;No;25;0,342;1,258;64;Phases 1 and 2;;
227;No;25;0,344;1,266;88;Phases 1 and 2;;
227;No;25;0,346;1,272;112;Phases 1 and 2;;
227;No;25;0,347;1,276;137;Phases 1 and 2;;
227;No;25;0,349;1,283;162;Phases 1 and 2;;
228;No;25;0,292;1;0;Phases 1 and 2;;
228;No;25;0,362;1,239;18;Phases 1 and 2;;
228;No;25;0,375;1,283;41;Phase 3;;
229;No;25;0,229;1;0;Phases 1 and 2;;
229;No;25;0,287;1,252;18;Phases 1 and 2;;
229;No;25;0,313;1,366;41;Phases 1 and 2;;
229;No;25;0,33;1,44;64;Phases 1 and 2;;
229;No;25;0,351;1,533;88;Phases 1 and 2;;
229;No;25;0,371;1,62;112;Phases 1 and 2;;
229;No;25;0,391;1,709;137;Phase 3;;
230;Yes;25;0,402;1;0;Phases 1 and 2;;
230;Yes;25;0,478;1,189;18;Phases 1 and 2;;
230;Yes;25;0,489;1,216;41;Phases 1 and 2;;
230;Yes;25;0,496;1,234;64;Phases 1 and 2;;
230;Yes;25;0,519;1,291;88;Phases 1 and 2;;
230;Yes;25;0,533;1,326;112;Phases 1 and 2;;
230;Yes;25;0,541;1,347;137;Phases 1 and 2;;
230;Yes;25;0,546;1,36;162;Phases 1 and 2;;
231;No;25;0,397;1;0;Phases 1 and 2;;
231;No;25;0,455;1,148;18;Phases 1 and 2;;
231;No;25;0,477;1,202;41;Phases 1 and 2;;
231;No;25;0,481;1,212;64;Phases 1 and 2;;
231;No;25;0,483;1,218;88;Phases 1 and 2;;
231;No;25;0,484;1,221;112;Phases 1 and 2;;
231;No;25;0,486;1,225;137;Phases 1 and 2;;
231;No;25;0,486;1,224;162;Phases 1 and 2;;
232;Yes;25;0,326;1;0;Phases 1 and 2;;
232;Yes;25;0,401;1,232;18;Phases 1 and 2;;
232;Yes;25;0,434;1,333;41;Phases 1 and 2;;
232;Yes;25;0,446;1,369;64;Phase 3;;
233;No;25;0,271;1;0;Phases 1 and 2;;
