id;puncture;temperature;weight;weight_after_hydration;time_under_hydration;phase;radicle;time
106;No;19;0,412;1,228;122;Phases 1 and 2;;
106;No;19;0,413;1,231;145;Phases 1 and 2;;
106;No;19;0,409;1,218;169;Phases 1 and 2;;
106;No;19;0,412;1,226;193;Phases 1 and 2;;
106;No;19;0,41;1,221;217;Phases 1 and 2;;
107;Yes;19;0,381;1;0;Phases 1 and 2;;
107;Yes;19;0,407;1,069;8;Phases 1 and 2;;
107;Yes;19;0,437;1,147;22;Phases 1 and 2;;
107;Yes;19;0,447;1,176;47;Phases 1 and 2;;
107;Yes;19;0,446;1,171;70;Phases 1 and 2;;
107;Yes;19;0,447;1,173;94;Phases 1 and 2;;
107;Yes;19;0,452;1,187;122;Phases 1 and 2;;
107;Yes;19;0,453;1,191;145;Phases 1 and 2;;
107;Yes;19;0,448;1,178;169;Phases 1 and 2;;
107;Yes;19;0,448;1,178;193;Phases 1 and 2;;
107;Yes;19;0,449;1,18;217;Phases 1 and 2;;
108;Yes;19;0,323;1;0;Phases 1 and 2;;
108;Yes;19;0,354;1,097;8;Phases 1 and 2;;
108;Yes;19;0,382;1,183;22;Phases 1 and 2;;
108;Yes;19;0,388;1,202;47;Phases 1 and 2;;
108;Yes;19;0,392;1,214;70;Phases 1 and 2;;
108;Yes;19;0,395;1,223;94;Phases 1 and 2;;
108;Yes;19;0,4;1,24;122;Phases 1 and 2;;
108;Yes;19;0,405;1,256;145;Phases 1 and 2;;
108;Yes;19;0,401;1,241;169;Phases 1 and 2;;
108;Yes;19;0,402;1,245;193;Phases 1 and 2;;
108;Yes;19;0,402;1,245;217;Phases 1 and 2;;
109;Yes;19;0,286;1;0;Phases 1 and 2;;
109;Yes;19;0,308;1,078;8;Phases 1 and 2;;
109;Yes;19;0,336;1,174;22;Phases 1 and 2;;
109;Yes;19;0,363;1,27;47;Phases 1 and 2;;
109;Yes;19;0,375;1,312;70;Phases 1 and 2;;
109;Yes;19;0,379;1,325;94;Phases 1 and 2;;
109;Yes;19;0,386;1,351;122;Phases 1 and 2;;
109;Yes;19;0,39;1,363;145;Phases 1 and 2;;
109;Yes;19;0,383;1,339;169;Phases 1 and 2;;
109;Yes;19;0,385;1,347;193;Phases 1 and 2;;
109;Yes;19;0,384;1,344;217;Phases 1 and 2;;
110;No;19;0,301;1;0;Phases 1 and 2;;
110;No;19;0,325;1,082;8;Phases 1 and 2;;
110;No;19;0,352;1,171;22;Phases 1 and 2;;
110;No;19;0,368;1,225;47;Phases 1 and 2;;
110;No;19;0,371;1,233;70;Phases 1 and 2;;
110;No;19;0,371;1,234;94;Phases 1 and 2;;
110;No;19;0,376;1,249;122;Phases 1 and 2;;
110;No;19;0,378;1,258;145;Phases 1 and 2;;
110;No;19;0,373;1,241;169;Phases 1 and 2;;
110;No;19;0,376;1,249;193;Phases 1 and 2;;
110;No;19;0,375;1,248;217;Phases 1 and 2;;
111;Yes;19;0,338;1;0;Phases 1 and 2;;
111;Yes;19;0,374;1,107;8;Phases 1 and 2;;
111;Yes;19;0,403;1,194;22;Phases 1 and 2;;
111;Yes;19;0,408;1,207;47;Phases 1 and 2;;
111;Yes;19;0,408;1,208;70;Phases 1 and 2;;
111;Yes;19;0,408;1,209;94;Phases 1 and 2;;
111;Yes;19;0,409;1,212;122;Phases 1 and 2;;
111;Yes;19;0,409;1,21;145;Phases 1 and 2;;
111;Yes;19;0,408;1,208;169;Phases 1 and 2;;
111;Yes;19;0,408;1,208;193;Phases 1 and 2;;
111;Yes;19;0,404;1,198;217;Phases 1 and 2;;
112;No;19;0,321;1;0;Phases 1 and 2;;
112;No;19;0,352;1,097;8;Phases 1 and 2;;
112;No;19;0,382;1,189;22;Phases 1 and 2;;
112;No;19;0,393;1,224;47;Phases 1 and 2;;
112;No;19;0,393;1,224;70;Phases 1 and 2;;
112;No;19;0,391;1,218;94;Phases 1 and 2;;
112;No;19;0,393;1,223;122;Phases 1 and 2;;
112;No;19;0,393;1,223;145;Phases 1 and 2;;
112;No;19;0,391;1,218;169;Phases 1 and 2;;
112;No;19;0,394;1,226;193;Phases 1 and 2;;
112;No;19;0,385;1,2;217;Phases 1 and 2;;
113;Yes;19;0,212;1;0;Phases 1 and 2;;
113;Yes;19;0,242;1,144;8;Phases 1 and 2;;
113;Yes;19;0,275;1,299;22;Phases 1 and 2;;
113;Yes;19;0,304;1,433;47;Phases 1 and 2;;
113;Yes;19;0,323;1,525;70;Phases 1 and 2;;
113;Yes;19;0,331;1,564;94;Phases 1 and 2;;
113;Yes;19;0,337;1,593;122;Phases 1 and 2;;
113;Yes;19;0,342;1,614;145;Phases 1 and 2;;
113;Yes;19;0,34;1,607;169;Phases 1 and 2;;
113;Yes;19;0,34;1,603;193;Phases 1 and 2;;
113;Yes;19;0,34;1,604;217;Phases 1 and 2;;
114;Yes;19;0,338;1;0;Phases 1 and 2;;
114;Yes;19;0,363;1,073;8;Phases 1 and 2;;
114;Yes;19;0,392;1,159;22;Phases 1 and 2;;
114;Yes;19;0,411;1,216;47;Phases 1 and 2;;
114;Yes;19;0,413;1,223;70;Phases 1 and 2;;
114;Yes;19;0,414;1,224;94;Phases 1 and 2;;
114;Yes;19;0,417;1,233;122;Phases 1 and 2;;
114;Yes;19;0,418;1,236;145;Phases 1 and 2;;
114;Yes;19;0,416;1,232;169;Phases 1 and 2;;
114;Yes;19;0,417;1,234;193;Phases 1 and 2;;
114;Yes;19;0,415;1,229;217;Phases 1 and 2;;
115;Yes;19;0,333;1;0;Phases 1 and 2;;
115;Yes;19;0,365;1,094;8;Phases 1 and 2;;
115;Yes;19;0,398;1,193;22;Phases 1 and 2;;
115;Yes;19;0,413;1,239;47;Phases 1 and 2;;
115;Yes;19;0,415;1,245;70;Phases 1 and 2;;
115;Yes;19;0,414;1,244;94;Phases 1 and 2;;
115;Yes;19;0,419;1,256;122;Phases 1 and 2;;
115;Yes;19;0,418;1,255;145;Phases 1 and 2;;
115;Yes;19;0,416;1,248;169;Phases 1 and 2;;
115;Yes;19;0,413;1,239;193;Phases 1 and 2;;
115;Yes;19;0,412;1,238;217;Phases 1 and 2;;
116;Yes;19;0,324;1;0;Phases 1 and 2;;
116;Yes;19;0,349;1,08;8;Phases 1 and 2;;
116;Yes;19;0,379;1,171;22;Phases 1 and 2;;
116;Yes;19;0,387;1,197;47;Phases 1 and 2;;
116;Yes;19;0,386;1,193;70;Phases 1 and 2;;
116;Yes;19;0,388;1,197;94;Phases 1 and 2;;
116;Yes;19;0,392;1,211;122;Phases 1 and 2;;
116;Yes;19;0,392;1,212;145;Phases 1 and 2;;
116;Yes;19;0,39;1,206;169;Phases 1 and 2;;
116;Yes;19;0,389;1,203;193;Phases 1 and 2;;
116;Yes;19;0,39;1,206;217;Phases 1 and 2;;
117;No;19;0,334;1;0;Phases 1 and 2;;
117;No;19;0,351;1,052;8;Phases 1 and 2;;
117;No;19;0,374;1,121;22;Phases 1 and 2;;
117;No;19;0,386;1,156;47;Phases 1 and 2;;
117;No;19;0,389;1,164;70;Phases 1 and 2;;
117;No;19;0,389;1,164;94;Phases 1 and 2;;
117;No;19;0,393;1,176;122;Phases 1 and 2;;
117;No;19;0,393;1,177;145;Phases 1 and 2;;
117;No;19;0,391;1,17;169;Phases 1 and 2;;
117;No;19;0,39;1,167;193;Phases 1 and 2;;
117;No;19;0,39;1,167;217;Phases 1 and 2;;
118;Yes;19;0,34;1;0;Phases 1 and 2;;
118;Yes;19;0,367;1,078;8;Phases 1 and 2;;
118;Yes;19;0,399;1,173;22;Phases 1 and 2;;
118;Yes;19;0,416;1,223;47;Phases 1 and 2;;
118;Yes;19;0,42;1,234;70;Phases 1 and 2;;
118;Yes;19;0,421;1,237;94;Phases 1 and 2;;
118;Yes;19;0,426;1,251;122;Phases 1 and 2;;
118;Yes;19;0,43;1,264;145;Phases 1 and 2;;
118;Yes;19;0,428;1,257;169;Phases 1 and 2;;
118;Yes;19;0,429;1,262;193;Phases 1 and 2;;
118;Yes;19;0,431;1,267;217;Phases 1 and 2;;
119;Yes;19;0,34;1;0;Phases 1 and 2;;
119;Yes;19;0,371;1,091;8;Phases 1 and 2;;
119;Yes;19;0,409;1,206;22;Phases 1 and 2;;
119;Yes;19;0,422;1,243;47;Phases 1 and 2;;
119;Yes;19;0,425;1,25;70;Phases 1 and 2;;
119;Yes;19;0,426;1,253;94;Phases 1 and 2;;
119;Yes;19;0,431;1,268;122;Phases 1 and 2;;
119;Yes;19;0,431;1,27;145;Phases 1 and 2;;
119;Yes;19;0,428;1,259;169;Phases 1 and 2;;
119;Yes;19;0,428;1,261;193;Phases 1 and 2;;
119;Yes;19;0,428;1,26;217;Phases 1 and 2;;
120;Yes;19;0,34;1;0;Phases 1 and 2;;
120;Yes;19;0,364;1,072;8;Phases 1 and 2;;
120;Yes;19;0,398;1,171;22;Phases 1 and 2;;
120;Yes;19;0,419;1,233;47;Phases 1 and 2;;
120;Yes;19;0,425;1,252;70;Phases 1 and 2;;
120;Yes;19;0,428;1,259;94;Phases 1 and 2;;
120;Yes;19;0,432;1,272;122;Phases 1 and 2;;
120;Yes;19;0,433;1,273;145;Phases 1 and 2;;
120;Yes;19;0,43;1,265;169;Phases 1 and 2;;
120;Yes;19;0,43;1,267;193;Phases 1 and 2;;
120;Yes;19;0,431;1,27;217;Phases 1 and 2;;
121;Yes;19;0,297;1;0;Phases 1 and 2;;
121;Yes;19;0,331;1,111;8;Phases 1 and 2;;
121;Yes;19;0,358;1,203;22;Phases 1 and 2;;
121;Yes;19;0,378;1,271;47;Phases 1 and 2;;
121;Yes;19;0,372;1,25;70;Phases 1 and 2;;
121;Yes;19;0,375;1,261;94;Phases 1 and 2;;
121;Yes;19;0,351;1,179;122;Phases 1 and 2;;
121;Yes;19;0,342;1,149;145;Phases 1 and 2;;
121;Yes;19;0,339;1,14;169;Phases 1 and 2;;
121;Yes;19;0,353;1,187;193;Phases 1 and 2;;
121;Yes;19;0,339;1,139;217;Phases 1 and 2;;
122;Yes;19;0,29;1;0;Phases 1 and 2;;
122;Yes;19;0,324;1,117;8;Phases 1 and 2;;
122;Yes;19;0,349;1,202;22;Phases 1 and 2;;
122;Yes;19;0,36;1,241;47;Phases 1 and 2;;
122;Yes;19;0,351;1,211;70;Phases 1 and 2;;
122;Yes;19;0,348;1,2;94;Phases 1 and 2;;
122;Yes;19;0,329;1,133;122;Phases 1 and 2;;
122;Yes;19;0,324;1,119;145;Phases 1 and 2;;
122;Yes;19;0,325;1,121;169;Phases 1 and 2;;
122;Yes;19;0,333;1,147;193;Phases 1 and 2;;
122;Yes;19;0,319;1,102;217;Phases 1 and 2;;
123;No;19;0,365;1;0;Phases 1 and 2;;
123;No;19;0,4;1,097;8;Phases 1 and 2;;
123;No;19;0,427;1,171;22;Phases 1 and 2;;
123;No;19;0,429;1,178;47;Phases 1 and 2;;
123;No;19;0,423;1,159;70;Phases 1 and 2;;
123;No;19;0,424;1,163;94;Phases 1 and 2;;
123;No;19;0,418;1,146;122;Phases 1 and 2;;
123;No;19;0,413;1,134;145;Phases 1 and 2;;
123;No;19;0,413;1,132;169;Phases 1 and 2;;
123;No;19;0,418;1,147;193;Phases 1 and 2;;
123;No;19;0,41;1,125;217;Phases 1 and 2;;
124;No;19;0,351;1;0;Phases 1 and 2;;
124;No;19;0,378;1,075;8;Phases 1 and 2;;
124;No;19;0,403;1,148;22;Phases 1 and 2;;
124;No;19;0,413;1,177;47;Phases 1 and 2;;
124;No;19;0,412;1,174;70;Phases 1 and 2;;
124;No;19;0,424;1,206;94;Phases 1 and 2;;
124;No;19;0,416;1,186;122;Phases 1 and 2;;
124;No;19;0,418;1,192;145;Phases 1 and 2;;
124;No;19;0,421;1,198;169;Phases 1 and 2;;
124;No;19;0,429;1,223;193;Phases 1 and 2;;
124;No;19;0,417;1,189;217;Phases 1 and 2;;
125;Yes;19;0,334;1;0;Phases 1 and 2;;
125;Yes;19;0,373;1,116;8;Phases 1 and 2;;
125;Yes;19;0,413;1,236;22;Phases 1 and 2;;
125;Yes;19;0,426;1,275;47;Phases 1 and 2;;
125;Yes;19;0,422;1,262;70;Phases 1 and 2;;
125;Yes;19;0,425;1,271;94;Phases 1 and 2;;
125;Yes;19;0,42;1,258;122;Phases 1 and 2;;
125;Yes;19;0,423;1,266;145;Phases 1 and 2;;
125;Yes;19;0,424;1,27;169;Phases 1 and 2;;
125;Yes;19;0,423;1,267;193;Phases 1 and 2;;
125;Yes;19;0,41;1,227;217;Phases 1 and 2;;
126;Yes;19;0,329;1;0;Phases 1 and 2;;
126;Yes;19;0,36;1,094;8;Phases 1 and 2;;
126;Yes;19;0,39;1,184;22;Phases 1 and 2;;
126;Yes;19;0,392;1,191;47;Phases 1 and 2;;
126;Yes;19;0,391;1,188;70;Phases 1 and 2;;
126;Yes;19;0,392;1,191;94;Phases 1 and 2;;
126;Yes;19;0,394;1,198;122;Phases 1 and 2;;
126;Yes;19;0,395;1,198;145;Phases 1 and 2;;
126;Yes;19;0,393;1,193;169;Phases 1 and 2;;
126;Yes;19;0,394;1,197;193;Phases 1 and 2;;
126;Yes;19;0,39;1,185;217;Phases 1 and 2;;
127;No;19;0,328;1;0;Phases 1 and 2;;
127;No;19;0,362;1,102;8;Phases 1 and 2;;
127;No;19;0,398;1,213;22;Phases 1 and 2;;
127;No;19;0,416;1,267;47;Phases 1 and 2;;
127;No;19;0,414;1,264;70;Phases 1 and 2;;
127;No;19;0,416;1,269;94;Phases 1 and 2;;
127;No;19;0,418;1,274;122;Phases 1 and 2;;
127;No;19;0,419;1,276;145;Phases 1 and 2;;
127;No;19;0,417;1,27;169;Phases 1 and 2;;
127;No;19;0,42;1,281;193;Phases 1 and 2;;
127;No;19;0,416;1,269;217;Phases 1 and 2;;
128;Yes;19;0,318;1;0;Phases 1 and 2;;
128;Yes;19;0,345;1,087;8;Phases 1 and 2;;
128;Yes;19;0,386;1,214;22;Phases 1 and 2;;
128;Yes;19;0,405;1,273;47;Phases 1 and 2;;
128;Yes;19;0,404;1,27;70;Phases 1 and 2;;
128;Yes;19;0,405;1,274;94;Phases 1 and 2;;
128;Yes;19;0,409;1,286;122;Phases 1 and 2;;
128;Yes;19;0,409;1,287;145;Phases 1 and 2;;
128;Yes;19;0,406;1,278;169;Phases 1 and 2;;
128;Yes;19;0,407;1,28;193;Phases 1 and 2;;
128;Yes;19;0,405;1,274;217;Phases 1 and 2;;
129;No;19;0,398;1;0;Phases 1 and 2;;
129;No;19;0,43;1,081;8;Phases 1 and 2;;
129;No;19;0,465;1,17;22;Phases 1 and 2;;
129;No;19;0,469;1,178;47;Phases 1 and 2;;
129;No;19;0,47;1,183;70;Phases 1 and 2;;
129;No;19;0,47;1,182;94;Phases 1 and 2;;
129;No;19;0,473;1,19;122;Phases 1 and 2;;
129;No;19;0,473;1,189;145;Phases 1 and 2;;
129;No;19;0,47;1,182;169;Phases 1 and 2;;
129;No;19;0,471;1,185;193;Phases 1 and 2;;
129;No;19;0,47;1,182;217;Phases 1 and 2;;
130;Yes;19;0,198;1;0;Phases 1 and 2;;
130;Yes;19;0,217;1,093;8;Phases 1 and 2;;
130;Yes;19;0,241;1,218;22;Phases 1 and 2;;
130;Yes;19;0,256;1,292;47;Phases 1 and 2;;
130;Yes;19;0,263;1,325;70;Phases 1 and 2;;
130;Yes;19;0,265;1,337;94;Phases 1 and 2;;
130;Yes;19;0,27;1,36;122;Phases 1 and 2;;
130;Yes;19;0,271;1,365;145;Phases 1 and 2;;
130;Yes;19;0,27;1,36;169;Phases 1 and 2;;
130;Yes;19;0,272;1,371;193;Phases 1 and 2;;
130;Yes;19;0,272;1,374;217;Phases 1 and 2;;
131;No;19;0,208;1;0;Phases 1 and 2;;
131;No;19;0,235;1,128;8;Phases 1 and 2;;
131;No;19;0,262;1,259;22;Phases 1 and 2;;
131;No;19;0,273;1,31;47;Phases 1 and 2;;
131;No;19;0,274;1,315;70;Phases 1 and 2;;
131;No;19;0,271;1,302;94;Phases 1 and 2;;
131;No;19;0,267;1,281;122;Phases 1 and 2;;
131;No;19;0,27;1,294;145;Phases 1 and 2;;
131;No;19;0,269;1,293;169;Phases 1 and 2;;
131;No;19;0,268;1,289;193;Phases 1 and 2;;
131;No;19;0,266;1,278;217;Phases 1 and 2;;
132;No;19;0,323;1;0;Phases 1 and 2;;
132;No;19;0,366;1,132;8;Phases 1 and 2;;
132;No;19;0,4;1,238;22;Phases 1 and 2;;
132;No;19;0,405;1,254;47;Phases 1 and 2;;
132;No;19;0,393;1,217;70;Phases 1 and 2;;
132;No;19;0,389;1,203;94;Phases 1 and 2;;
132;No;19;0,388;1,201;122;Phases 1 and 2;;
132;No;19;0,391;1,21;145;Phases 1 and 2;;
132;No;19;0,395;1,222;169;Phases 1 and 2;;
132;No;19;0,385;1,192;193;Phases 1 and 2;;
132;No;19;0,381;1,178;217;Phases 1 and 2;;
133;No;19;0,286;1;0;Phases 1 and 2;;
133;No;19;0,315;1,103;8;Phases 1 and 2;;
133;No;19;0,34;1,189;22;Phases 1 and 2;;
133;No;19;0,344;1,203;47;Phases 1 and 2;;
133;No;19;0,338;1,184;70;Phases 1 and 2;;
133;No;19;0,34;1,19;94;Phases 1 and 2;;
133;No;19;0,343;1,201;122;Phases 1 and 2;;
133;No;19;0,344;1,204;145;Phases 1 and 2;;
133;No;19;0,346;1,21;169;Phases 1 and 2;;
133;No;19;0,341;1,192;193;Phases 1 and 2;;
133;No;19;0,34;1,192;217;Phases 1 and 2;;
134;Yes;19;0,37;1;0;Phases 1 and 2;;
134;Yes;19;0,399;1,077;8;Phases 1 and 2;;
134;Yes;19;0,428;1,156;22;Phases 1 and 2;;
134;Yes;19;0,436;1,179;47;Phases 1 and 2;;
134;Yes;19;0,436;1,179;70;Phases 1 and 2;;
134;Yes;19;0,438;1,183;94;Phases 1 and 2;;
134;Yes;19;0,442;1,194;122;Phases 1 and 2;;
134;Yes;19;0,442;1,194;145;Phases 1 and 2;;
134;Yes;19;0,439;1,187;169;Phases 1 and 2;;
134;Yes;19;0,438;1,185;193;Phases 1 and 2;;
134;Yes;19;0,439;1,185;217;Phases 1 and 2;;
135;No;19;0,399;1;0;Phases 1 and 2;;
135;No;19;0,438;1,096;8;Phases 1 and 2;;
135;No;19;0,476;1,193;22;Phases 1 and 2;;
135;No;19;0,484;1,213;47;Phases 1 and 2;;
135;No;19;0,482;1,207;70;Phases 1 and 2;;
135;No;19;0,482;1,207;94;Phases 1 and 2;;
135;No;19;0,485;1,215;122;Phases 1 and 2;;
135;No;19;0,486;1,218;145;Phases 1 and 2;;
135;No;19;0,485;1,214;169;Phases 1 and 2;;
135;No;19;0,48;1,203;193;Phases 1 and 2;;
135;No;19;0,48;1,203;217;Phases 1 and 2;;
136;Yes;19;0,353;1;0;Phases 1 and 2;;
136;Yes;19;0,389;1,104;8;Phases 1 and 2;;
136;Yes;19;0,423;1,2;22;Phases 1 and 2;;
136;Yes;19;0,433;1,227;47;Phase 3;;
137;Yes;19;0,338;1;0;Phases 1 and 2;;
137;Yes;19;0,367;1,085;8;Phases 1 and 2;;
137;Yes;19;0,398;1,176;22;Phases 1 and 2;;
137;Yes;19;0,409;1,208;47;Phases 1 and 2;;
137;Yes;19;0,418;1,234;70;Phases 1 and 2;;
137;Yes;19;0,42;1,242;94;Phase 3;;
138;No;19;0,336;1;0;Phases 1 and 2;;
138;No;19;0,367;1,093;8;Phases 1 and 2;;
138;No;19;0,398;1,185;22;Phases 1 and 2;;
138;No;19;0,404;1,201;47;Phases 1 and 2;;
138;No;19;0,403;1,2;70;Phases 1 and 2;;
138;No;19;0,406;1,208;94;Phases 1 and 2;;
138;No;19;0,408;1,214;122;Phases 1 and 2;;
138;No;19;0,41;1,221;145;Phases 1 and 2;;
138;No;19;0,409;1,216;169;Phases 1 and 2;;
138;No;19;0,408;1,214;193;Phases 1 and 2;;
138;No;19;0,408;1,215;217;Phases 1 and 2;;
139;No;19;0,309;1;0;Phases 1 and 2;;
139;No;19;0,343;1,112;8;Phases 1 and 2;;
139;No;19;0,373;1,207;22;Phases 1 and 2;;
139;No;19;0,368;1,191;47;Phases 1 and 2;;
139;No;19;0,368;1,191;70;Phases 1 and 2;;
139;No;19;0,368;1,191;94;Phases 1 and 2;;
139;No;19;0,37;1,198;122;Phases 1 and 2;;
139;No;19;0,372;1,204;145;Phases 1 and 2;;
139;No;19;0,37;1,199;169;Phases 1 and 2;;
139;No;19;0,37;1,198;193;Phases 1 and 2;;
139;No;19;0,37;1,197;217;Phases 1 and 2;;
140;Yes;19;0,284;1;0;Phases 1 and 2;;
140;Yes;19;0,311;1,093;8;Phases 1 and 2;;
140;Yes;19;0,346;1,216;22;Phases 1 and 2;;
140;Yes;19;0,374;1,316;47;Phases 1 and 2;;
140;Yes;19;0,387;1,362;70;Phases 1 and 2;;
140;Yes;19;0,392;1,377;94;Phases 1 and 2;;
140;Yes;19;0,399;1,404;122;Phases 1 and 2;;
140;Yes;19;0,404;1,422;145;Phases 1 and 2;;
140;Yes;19;0,402;1,415;169;Phases 1 and 2;;
140;Yes;19;0,405;1,424;193;Phases 1 and 2;;
140;Yes;19;0,403;1,416;217;Phases 1 and 2;;
141;Yes;22;0,236;1;0;Phases 1 and 2;;
141;Yes;22;0,244;1,034;0;Phases 1 and 2;;
141;Yes;22;0,277;1,174;10;Phases 1 and 2;;
141;Yes;22;0,312;1,322;25;Phases 1 and 2;;
141;Yes;22;0,336;1,424;48;Phases 1 and 2;;
141;Yes;22;0,342;1,449;72;Phases 1 and 2;;
141;Yes;22;0,346;1,466;98;Phases 1 and 2;;
141;Yes;22;0,352;1,492;121;Phases 1 and 2;;
141;Yes;22;0,35;1,483;144;Phases 1 and 2;;
142;Yes;22;0,312;1;0;Phases 1 and 2;;
142;Yes;22;0,319;1,022;0;Phases 1 and 2;;
142;Yes;22;0,354;1,135;10;Phases 1 and 2;;
142;Yes;22;0,382;1,224;25;Phases 1 and 2;;
142;Yes;22;0,391;1,253;48;Phases 1 and 2;;
142;Yes;22;0,401;1,285;72;Phases 1 and 2;;
142;Yes;22;0,408;1,308;98;Phases 1 and 2;;
142;Yes;22;0,419;1,343;121;Phases 1 and 2;;
142;Yes;22;0,444;1,423;144;Phases 1 and 2;;
143;No;22;0,183;1;0;Phases 1 and 2;;
143;No;22;0,189;1,033;0;Phases 1 and 2;;
143;No;22;0,224;1,224;10;Phases 1 and 2;;
143;No;22;0,251;1,372;25;Phases 1 and 2;;
143;No;22;0,278;1,519;48;Phases 1 and 2;;
143;No;22;0,288;1,574;72;Phases 1 and 2;;
143;No;22;0,295;1,612;98;Phases 1 and 2;;
143;No;22;0,295;1,612;121;Phases 1 and 2;;
143;No;22;0,296;1,617;144;Phases 1 and 2;;
144;Yes;22;0,243;1;0;Phases 1 and 2;;
144;Yes;22;0,249;1,025;0;Phases 1 and 2;;
144;Yes;22;0,28;1,152;10;Phases 1 and 2;;
144;Yes;22;0,312;1,284;25;Phases 1 and 2;;
144;Yes;22;0,343;1,412;48;Phases 1 and 2;;
144;Yes;22;0,351;1,444;72;Phases 1 and 2;;
144;Yes;22;0,357;1,469;98;Phases 1 and 2;;
144;Yes;22;0,358;1,473;121;Phases 1 and 2;;
144;Yes;22;0,362;1,49;144;Phases 1 and 2;;
145;No;22;0,245;1;0;Aborted seed;;
145;No;22;0,251;1,024;0;Aborted seed;;
145;No;22;0,286;1,167;10;Aborted seed;;
145;No;22;0,315;1,286;25;Aborted seed;;
145;No;22;0,33;1,347;48;Aborted seed;;
145;No;22;0,342;1,396;72;Aborted seed;;
145;No;22;0,367;1,498;98;Aborted seed;;
145;No;22;0,39;1,592;121;Aborted seed;;
145;No;22;0,411;1,678;144;Aborted seed;;
146;No;22;0,3;1;0;Phases 1 and 2;;
146;No;22;0,303;1,01;0;Phases 1 and 2;;
146;No;22;0,331;1,103;10;Phases 1 and 2;;
146;No;22;0,351;1,17;25;Phases 1 and 2;;
146;No;22;0,355;1,183;48;Phases 1 and 2;;
146;No;22;0,357;1,19;72;Phases 1 and 2;;
146;No;22;0,36;1,2;98;Phases 1 and 2;;
146;No;22;0,356;1,187;121;Phases 1 and 2;;
146;No;22;0,36;1,2;144;Phases 1 and 2;;
147;Yes;22;0,16;1;0;Aborted seed;;
147;Yes;22;0,163;1,019;0;Aborted seed;;
147;Yes;22;0,2;1,25;10;Aborted seed;;
147;Yes;22;0,238;1,488;25;Aborted seed;;
147;Yes;22;0,28;1,75;48;Aborted seed;;
147;Yes;22;0,312;1,95;72;Aborted seed;;
147;Yes;22;0,35;2,188;98;Aborted seed;;
147;Yes;22;0,345;2,156;121;Aborted seed;;
147;Yes;22;0,35;2,188;144;Aborted seed;;
148;Yes;22;0,332;1;0;Phases 1 and 2;;
148;Yes;22;0,338;1,018;0;Phases 1 and 2;;
148;Yes;22;0,373;1,123;10;Phases 1 and 2;;
148;Yes;22;0,393;1,184;25;Phases 1 and 2;;
148;Yes;22;0,396;1,193;48;Phases 1 and 2;;
148;Yes;22;0,399;1,202;72;Phases 1 and 2;;
148;Yes;22;0,402;1,211;98;Phases 1 and 2;;
148;Yes;22;0,401;1,208;121;Phases 1 and 2;;
148;Yes;22;0,401;1,208;144;Phases 1 and 2;;
149;No;22;0,323;1;0;Phases 1 and 2;;
149;No;22;0,33;1,022;0;Phases 1 and 2;;
149;No;22;0,361;1,118;10;Phases 1 and 2;;
149;No;22;0,389;1,204;25;Phases 1 and 2;;
149;No;22;0,398;1,232;48;Phases 1 and 2;;
149;No;22;0,4;1,238;72;Phases 1 and 2;;
149;No;22;0,406;1,257;98;Phases 1 and 2;;
149;No;22;0,406;1,257;121;Phases 1 and 2;;
149;No;22;0,408;1,263;144;Phases 1 and 2;;
150;Yes;22;0,285;1;0;Phases 1 and 2;;
150;Yes;22;0,295;1,035;0;Phases 1 and 2;;
150;Yes;22;0,349;1,225;9;Phases 1 and 2;;
150;Yes;22;0,39;1,368;25;Phases 1 and 2;;
150;Yes;22;0,402;1,411;48;Phases 1 and 2;;
150;Yes;22;0,406;1,425;72;Phases 1 and 2;;
150;Yes;22;0,409;1,435;97;Phases 1 and 2;;
150;Yes;22;0,412;1,446;121;Phases 1 and 2;;
150;Yes;22;0,414;1,453;144;Phases 1 and 2;;
151;No;22;0,29;1;0;Phases 1 and 2;;
151;No;22;0,297;1,024;0;Phases 1 and 2;;
151;No;22;0,336;1,159;9;Phases 1 and 2;;
151;No;22;0,358;1,234;25;Phases 1 and 2;;
151;No;22;0,36;1,241;48;Phase 3;;
152;Yes;22;0,356;1;0;Phases 1 and 2;;
152;Yes;22;0,365;1,025;0;Phases 1 and 2;;
152;Yes;22;0,409;1,149;9;Phases 1 and 2;;
152;Yes;22;0,434;1,219;25;Phases 1 and 2;;
152;Yes;22;0,463;1,301;48;Phase 3;;
153;No;22;0,36;1;0;Phases 1 and 2;;
153;No;22;0,366;1,017;0;Phases 1 and 2;;
153;No;22;0,402;1,117;9;Phases 1 and 2;;
153;No;22;0,427;1,186;25;Phases 1 and 2;;
153;No;22;0,431;1,197;48;Phases 1 and 2;;
153;No;22;0,431;1,197;72;Phases 1 and 2;;
153;No;22;0,432;1,2;97;Phases 1 and 2;;
153;No;22;0,432;1,2;121;Phases 1 and 2;;
153;No;22;0,435;1,208;144;Phases 1 and 2;;
154;No;22;0,386;1;0;Phases 1 and 2;;
154;No;22;0,394;1,021;0;Phases 1 and 2;;
154;No;22;0,431;1,117;9;Phases 1 and 2;;
154;No;22;0,46;1,192;25;Phases 1 and 2;;
154;No;22;0,463;1,199;48;Phases 1 and 2;;
154;No;22;0,463;1,199;72;Phases 1 and 2;;
154;No;22;0,466;1,207;97;Phases 1 and 2;;
154;No;22;0,466;1,207;121;Phases 1 and 2;;
